[2026-05-20T10:51:32.270779+00:00] detect_docx_toc TOC Structured Document Tag (SDT) detected.
[2026-05-20T10:51:32.278784+00:00] PipelineOrchestrator TOC DETECTED = True
[2026-05-20T10:51:32.281488+00:00] PipelineOrchestrator Starting conversion pipeline for 'Printer_Setup_UserGuide.docx'.
[2026-05-20T10:51:32.281635+00:00] DocxToHtmlProcessor Converting 'Printer_Setup_UserGuide.docx' from DOCX to HTML.
[2026-05-20T10:51:32.284277+00:00] DocxToHtmlProcessor Opening DOCX archive: 'Printer_Setup_UserGuide.docx'.
[2026-05-20T10:51:32.285466+00:00] DocxToHtmlProcessor Reading relationships.
[2026-05-20T10:51:32.285564+00:00] DocxToHtmlProcessor Parsing relationships from 'word/_rels/document.xml.rels'.
[2026-05-20T10:51:32.286632+00:00] DocxToHtmlProcessor Extracted 246 relationship(s).
[2026-05-20T10:51:33.164014+00:00] TopicWriter Assigned path for topic 'Entering Characters on the LCD Screen': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/entering_characters_on_the_lcd_screen.dita'.
[2026-05-20T10:51:33.164063+00:00] TopicWriter Assigned path for topic 'Changing LCD Screen Language': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/changing_lcd_screen_language.dita'.
[2026-05-20T10:51:33.164102+00:00] TopicWriter Assigned path for topic 'Viewing Animations': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/viewing_animations.dita'.
[2026-05-20T10:51:33.164128+00:00] TopicWriter Path assignment complete for 7 node(s).
[2026-05-20T10:51:33.164155+00:00] TopicWriter Assigned path for topic 'Product Parts Locations': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/product_parts_locations.dita'.
[2026-05-20T10:51:33.164191+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.164231+00:00] TopicWriter Assigned path for topic 'Changing the Sleep Timer Setting from the Control Panel': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/changing_the_sleep_timer_setting_from_the_control_panel.dita'.
[2026-05-20T10:51:33.164271+00:00] TopicWriter Assigned path for topic 'Changing the Power Off Timer Setting from the Control Panel': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/changing_the_power_off_timer_setting_from_the_control_panel.dita'.
[2026-05-20T10:51:33.164297+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T10:51:33.164324+00:00] TopicWriter Assigned path for topic 'Using Power Saving Settings': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/using_power_saving_settings.dita'.
[2026-05-20T10:51:33.164348+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T10:51:33.164374+00:00] TopicWriter Assigned path for topic 'Product Basics': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/product_basics.dita'.
[2026-05-20T10:51:33.164486+00:00] TopicWriter Assigning output paths for 8 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.164534+00:00] TopicWriter Assigned path for topic 'Loading Paper in the Rear Paper Feeder': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/loading_paper_in_the_rear_paper_feeder.dita'.
[2026-05-20T10:51:33.164575+00:00] TopicWriter Assigned path for topic 'Paper Loading Capacity': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/paper_loading_capacity.dita'.
[2026-05-20T10:51:33.164614+00:00] TopicWriter Assigned path for topic 'Double-sided Printing Capacity': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/double_sided_printing_capacity.dita'.
[2026-05-20T10:51:33.164654+00:00] TopicWriter Assigned path for topic 'Borderless Paper Type Compatibility': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/borderless_paper_type_compatibility.dita'.
[2026-05-20T10:51:33.164693+00:00] TopicWriter Assigned path for topic 'Compatible MetR Papers': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/compatible_metr_papers.dita'.
[2026-05-20T10:51:33.164759+00:00] TopicWriter Assigning output paths for 1 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.164803+00:00] TopicWriter Assigned path for topic 'Paper or Media Type Settings - Control Panel': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/paper_or_media_type_settings_control_panel.dita'.
[2026-05-20T10:51:33.164831+00:00] TopicWriter Path assignment complete for 1 node(s).
[2026-05-20T10:51:33.164859+00:00] TopicWriter Assigned path for topic 'Selecting the Paper Settings - Control Panel': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/selecting_the_paper_settings_control_panel.dita'.
[2026-05-20T10:51:33.164898+00:00] TopicWriter Assigned path for topic 'Paper or Media Type Settings - Printing Software': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/paper_or_media_type_settings_printing_software.dita'.
[2026-05-20T10:51:33.164943+00:00] TopicWriter Assigning output paths for 1 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.164983+00:00] TopicWriter Assigned path for topic 'Paper Source Settings Options': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/paper_source_settings_options.dita'.
[2026-05-20T10:51:33.165009+00:00] TopicWriter Path assignment complete for 1 node(s).
[2026-05-20T10:51:33.165036+00:00] TopicWriter Assigned path for topic 'Selecting the Default Paper Source Settings': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/selecting_the_default_paper_source_settings.dita'.
[2026-05-20T10:51:33.165061+00:00] TopicWriter Path assignment complete for 8 node(s).
[2026-05-20T10:51:33.165087+00:00] TopicWriter Assigned path for topic 'Loading Paper': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/loading_paper/loading_paper.dita'.
[2026-05-20T10:51:33.165190+00:00] TopicWriter Assigning output paths for 1 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.165238+00:00] TopicWriter Assigned path for topic 'Placing Originals on the Scanner Glass': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/placing_originals_on_the_product/placing_originals_on_the_scanner_glass.dita'.
[2026-05-20T10:51:33.165265+00:00] TopicWriter Path assignment complete for 1 node(s).
[2026-05-20T10:51:33.165291+00:00] TopicWriter Assigned path for topic 'Placing Originals on the Product': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/placing_originals_on_the_product/placing_originals_on_the_product.dita'.
[2026-05-20T10:51:33.165382+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.165428+00:00] TopicWriter Assigned path for topic 'Copying Documents or Photos': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/copying/copying_documents_or_photos.dita'.
[2026-05-20T10:51:33.165468+00:00] TopicWriter Assigned path for topic 'Copying Options': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/copying/copying_options.dita'.
[2026-05-20T10:51:33.165494+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T10:51:33.165520+00:00] TopicWriter Assigned path for topic 'Copying': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/copying/copying.dita'.
[2026-05-20T10:51:33.165616+00:00] TopicWriter Assigning output paths for 4 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.165662+00:00] TopicWriter Assigned path for topic 'Ink Safety Precautions': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/ink_safety_precautions.dita'.
[2026-05-20T10:51:33.165793+00:00] TopicWriter Assigning output paths for 4 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.165854+00:00] TopicWriter Assigned path for topic 'Checking Ink Levels on Your Product': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/checking_ink_levels_on_your_product.dita'.
[2026-05-20T10:51:33.165896+00:00] TopicWriter Assigned path for topic 'Checking Ink Levels - Windows': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/checking_ink_levels_windows.dita'.
[2026-05-20T10:51:33.165936+00:00] TopicWriter Assigned path for topic 'Checking Ink Levels - Mac': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/checking_ink_levels_mac.dita'.
[2026-05-20T10:51:33.165975+00:00] TopicWriter Assigned path for topic 'Disabling Special Offers with Windows': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/disabling_special_offers_with_windows.dita'.
[2026-05-20T10:51:33.166002+00:00] TopicWriter Path assignment complete for 4 node(s).
[2026-05-20T10:51:33.166029+00:00] TopicWriter Assigned path for topic 'Check Ink Levels': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/check_ink_levels.dita'.
[2026-05-20T10:51:33.166065+00:00] TopicWriter Assigning output paths for 1 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.166113+00:00] TopicWriter Assigned path for topic 'Ink Bottle Part Numbers': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/ink_bottle_part_numbers.dita'.
[2026-05-20T10:51:33.166141+00:00] TopicWriter Path assignment complete for 1 node(s).
[2026-05-20T10:51:33.166168+00:00] TopicWriter Assigned path for topic 'Purchase MetR Ink': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/purchase_metr_ink.dita'.
[2026-05-20T10:51:33.166205+00:00] TopicWriter Assigned path for topic 'Refilling the Ink Tanks': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/refilling_the_ink_tanks.dita'.
[2026-05-20T10:51:33.166231+00:00] TopicWriter Path assignment complete for 4 node(s).
[2026-05-20T10:51:33.166258+00:00] TopicWriter Assigned path for topic 'Refilling Ink': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/refilling_ink/refilling_ink.dita'.
[2026-05-20T10:51:33.166363+00:00] TopicWriter Assigning output paths for 5 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.166410+00:00] TopicWriter Assigning output paths for 3 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.166448+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.166489+00:00] TopicWriter Assigned path for topic 'Checking the Nozzles Using the Product Control Panel': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/checking_the_nozzles_using_the_product_control_panel.dita'.
[2026-05-20T10:51:33.166529+00:00] TopicWriter Assigned path for topic 'Checking the Nozzles Using a Computer Utility': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita'.
[2026-05-20T10:51:33.166556+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T10:51:33.166583+00:00] TopicWriter Assigned path for topic 'Print Head Nozzle Check': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/print_head_nozzle_check.dita'.
[2026-05-20T10:51:33.166619+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.166659+00:00] TopicWriter Assigned path for topic 'Cleaning the Print Head Using the Product Control Panel': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/cleaning_the_print_head_using_the_product_control_panel.dita'.
[2026-05-20T10:51:33.166699+00:00] TopicWriter Assigned path for topic 'Cleaning the Print Head Using a Computer Utility': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita'.
[2026-05-20T10:51:33.166754+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T10:51:33.166785+00:00] TopicWriter Assigned path for topic 'Print Head Cleaning': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/print_head_cleaning.dita'.
[2026-05-20T10:51:33.166823+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.166862+00:00] TopicWriter Assigned path for topic 'Power Cleaning Using the Product Control Panel': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/power_cleaning_using_the_product_control_panel.dita'.
[2026-05-20T10:51:33.166902+00:00] TopicWriter Assigned path for topic 'Power Cleaning Using a Computer Utility': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/power_cleaning_using_a_computer_utility.dita'.
[2026-05-20T10:51:33.166927+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T10:51:33.166954+00:00] TopicWriter Assigned path for topic 'Power Cleaning': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/power_cleaning.dita'.
[2026-05-20T10:51:33.166978+00:00] TopicWriter Path assignment complete for 3 node(s).
[2026-05-20T10:51:33.167009+00:00] TopicWriter Assigned path for topic 'Print Head Maintenance': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/print_head_maintenance.dita'.
[2026-05-20T10:51:33.167045+00:00] TopicWriter Assigning output paths for 1 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.167086+00:00] TopicWriter Assigned path for topic 'Aligning the Print Head Using the Product Control Panel': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/aligning_the_print_head_using_the_product_control_panel.dita'.
[2026-05-20T10:51:33.167117+00:00] TopicWriter Path assignment complete for 1 node(s).
[2026-05-20T10:51:33.167144+00:00] TopicWriter Assigned path for topic 'Print Head Alignment': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/print_head_alignment.dita'.
[2026-05-20T10:51:33.167182+00:00] TopicWriter Assigned path for topic 'Cleaning the Paper Guide': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/cleaning_the_paper_guide.dita'.
[2026-05-20T10:51:33.167221+00:00] TopicWriter Assigned path for topic 'Cleaning the Print Head Path': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/cleaning_the_print_head_path.dita'.
[2026-05-20T10:51:33.167259+00:00] TopicWriter Assigning output paths for 3 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.167299+00:00] TopicWriter Assigned path for topic 'Checking the Number of Sheets on the LCD Screen': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/checking_the_number_of_sheets_on_the_lcd_screen.dita'.
[2026-05-20T10:51:33.167339+00:00] TopicWriter Assigned path for topic 'Checking the Sheet Counter - Windows': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/checking_the_sheet_counter_windows.dita'.
[2026-05-20T10:51:33.167397+00:00] TopicWriter Assigned path for topic 'Checking the Sheet Counter - Mac': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/checking_the_sheet_counter_mac.dita'.
[2026-05-20T10:51:33.167440+00:00] TopicWriter Path assignment complete for 3 node(s).
[2026-05-20T10:51:33.167479+00:00] TopicWriter Assigned path for topic 'Checking the Number of Sheets Fed': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/checking_the_number_of_sheets_fed.dita'.
[2026-05-20T10:51:33.167506+00:00] TopicWriter Path assignment complete for 5 node(s).
[2026-05-20T10:51:33.167532+00:00] TopicWriter Assigned path for topic 'Adjusting Print Quality': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/adjusting_print_quality/adjusting_print_quality.dita'.
[2026-05-20T10:51:33.167645+00:00] TopicWriter Assigning output paths for 3 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.167693+00:00] TopicWriter Assigned path for topic 'Cleaning Your Product': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/cleaning_and_transporting_your_product/cleaning_your_product.dita'.
[2026-05-20T10:51:33.167767+00:00] TopicWriter Assigned path for topic 'Transporting Your Product': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/cleaning_and_transporting_your_product/transporting_your_product.dita'.
[2026-05-20T10:51:33.167812+00:00] TopicWriter Assigned path for topic 'Copyright Notice': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/cleaning_and_transporting_your_product/copyright_notice.dita'.
[2026-05-20T10:51:33.167839+00:00] TopicWriter Path assignment complete for 3 node(s).
[2026-05-20T10:51:33.167866+00:00] TopicWriter Assigned path for topic 'Cleaning and Transporting Your Product': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/cleaning_and_transporting_your_product/cleaning_and_transporting_your_product.dita'.
[2026-05-20T10:51:33.167891+00:00] TopicWriter Path assignment complete for 7 node(s).
[2026-05-20T10:51:33.167917+00:00] TopicWriter Walking topic tree and writing DITA files.
[2026-05-20T10:51:33.167951+00:00] TopicWriter Writing topic 'Product Basics' to .dita file.
[2026-05-20T10:51:33.167978+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.168207+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.168275+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.168485+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/product_basics.dita' written successfully.
[2026-05-20T10:51:33.168525+00:00] TopicWriter Writing topic 'Product Parts Locations' to .dita file.
[2026-05-20T10:51:33.168551+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.168695+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.168792+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.168991+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/product_parts_locations.dita' written successfully.
[2026-05-20T10:51:33.169027+00:00] TopicWriter Writing topic 'Product Parts - Front' to .dita file.
[2026-05-20T10:51:33.169054+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.169365+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.169465+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.169503+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.169988+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.170099+00:00] topic_structure <steps> block built with 5 step(s).
[2026-05-20T10:51:33.170136+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.170165+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.171640+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.171894+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/product_parts_front.dita' written successfully.
[2026-05-20T10:51:33.171939+00:00] TopicWriter Writing topic 'Product Parts - Inside' to .dita file.
[2026-05-20T10:51:33.171969+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.172569+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.172737+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.172785+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.173859+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.173971+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T10:51:33.174040+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.174104+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T10:51:33.174137+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.174166+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.176867+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.177139+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/product_parts_inside.dita' written successfully.
[2026-05-20T10:51:33.177185+00:00] TopicWriter Writing topic 'Product Parts - Back' to .dita file.
[2026-05-20T10:51:33.177213+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.177688+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.177890+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.177942+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.178768+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.179153+00:00] topic_structure <steps> block built with 3 step(s).
[2026-05-20T10:51:33.179210+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.179242+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.181098+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.181354+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/product_parts_back.dita' written successfully.
[2026-05-20T10:51:33.181399+00:00] TopicWriter Writing topic 'Using the Control Panel' to .dita file.
[2026-05-20T10:51:33.181428+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.182169+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.182348+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.182394+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.183347+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.183623+00:00] topic_structure <steps> block built with 9 step(s).
[2026-05-20T10:51:33.183665+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.183696+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.187771+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.188116+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/using_the_control_panel.dita' written successfully.
[2026-05-20T10:51:33.188164+00:00] TopicWriter Writing topic 'The LCD Screen' to .dita file.
[2026-05-20T10:51:33.188193+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.188517+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.188623+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.188663+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.189164+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.189278+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T10:51:33.189317+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.189346+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.190751+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.191009+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/the_lcd_screen.dita' written successfully.
[2026-05-20T10:51:33.191055+00:00] TopicWriter Writing topic 'Status Icon Information' to .dita file.
[2026-05-20T10:51:33.191085+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.191945+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.192319+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.192391+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T10:51:33.193596+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T10:51:33.193885+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/status_icon_information.dita' written successfully.
[2026-05-20T10:51:33.193934+00:00] TopicWriter Writing topic 'Entering Characters on the LCD Screen' to .dita file.
[2026-05-20T10:51:33.193964+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.194603+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.194790+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.194992+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/entering_characters_on_the_lcd_screen.dita' written successfully.
[2026-05-20T10:51:33.195033+00:00] TopicWriter Writing topic 'Changing LCD Screen Language' to .dita file.
[2026-05-20T10:51:33.195061+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.195656+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.195811+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.195857+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.196424+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.196733+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T10:51:33.196780+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.196811+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.199405+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.199662+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/changing_lcd_screen_language.dita' written successfully.
[2026-05-20T10:51:33.199721+00:00] TopicWriter Writing topic 'Viewing Animations' to .dita file.
[2026-05-20T10:51:33.199755+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.200195+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.200321+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.200361+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.200811+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.201064+00:00] topic_structure <steps> block built with 3 step(s).
[2026-05-20T10:51:33.201108+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T10:51:33.201139+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T10:51:33.202907+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T10:51:33.203155+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/viewing_animations.dita' written successfully.
[2026-05-20T10:51:33.203199+00:00] TopicWriter Writing topic 'Using Power Saving Settings' to .dita file.
[2026-05-20T10:51:33.203228+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.203359+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.203420+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.203613+00:00] TopicWriter Topic '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/using_power_saving_settings.dita' written successfully.
[2026-05-20T10:51:33.203652+00:00] TopicWriter Writing topic 'Changing the Sleep Timer Setting from the Control Panel' to .dita file.
[2026-05-20T10:51:33.203679+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T10:51:33.204490+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T10:51:33.204681+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T10:51:33.204742+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T10:51:33.205674+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T10:51:33.206070+00:00] topic_structure Processing nested <ol> as DITA <substeps>.
[2026-05-20T10:51:33.206190+00:00] topic_structure <steps> block built with 4 step(s).
