[2026-05-20T09:14:06.351049+00:00] detect_docx_toc TOC Structured Document Tag (SDT) detected.
[2026-05-20T09:14:06.360301+00:00] PipelineOrchestrator TOC DETECTED = True
[2026-05-20T09:14:06.363565+00:00] PipelineOrchestrator Starting conversion pipeline for 'Printer_Setup_UserGuide.docx'.
[2026-05-20T09:14:06.363697+00:00] DocxToHtmlProcessor Converting 'Printer_Setup_UserGuide.docx' from DOCX to HTML.
[2026-05-20T09:14:06.366938+00:00] DocxToHtmlProcessor Opening DOCX archive: 'Printer_Setup_UserGuide.docx'.
[2026-05-20T09:14:06.368334+00:00] DocxToHtmlProcessor Reading relationships.
[2026-05-20T09:14:06.368455+00:00] DocxToHtmlProcessor Parsing relationships from 'word/_rels/document.xml.rels'.
[2026-05-20T09:14:06.369477+00:00] DocxToHtmlProcessor Extracted 246 relationship(s).
[2026-05-20T09:14:07.182554+00:00] TopicWriter Assigned path for topic 'Entering Characters on the LCD Screen': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/entering_characters_on_the_lcd_screen.dita'.
[2026-05-20T09:14:07.182603+00:00] TopicWriter Assigned path for topic 'Changing LCD Screen Language': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/changing_lcd_screen_language.dita'.
[2026-05-20T09:14:07.182642+00:00] TopicWriter Assigned path for topic 'Viewing Animations': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/viewing_animations.dita'.
[2026-05-20T09:14:07.182669+00:00] TopicWriter Path assignment complete for 7 node(s).
[2026-05-20T09:14:07.182697+00:00] TopicWriter Assigned path for topic 'Product Parts Locations': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/product_parts_locations.dita'.
[2026-05-20T09:14:07.182836+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.182916+00:00] TopicWriter Assigned path for topic 'Changing the Sleep Timer Setting from the Control Panel': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/changing_the_sleep_timer_setting_from_the_control_panel.dita'.
[2026-05-20T09:14:07.182977+00:00] TopicWriter Assigned path for topic 'Changing the Power Off Timer Setting from the Control Panel': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/changing_the_power_off_timer_setting_from_the_control_panel.dita'.
[2026-05-20T09:14:07.183015+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T09:14:07.183044+00:00] TopicWriter Assigned path for topic 'Using Power Saving Settings': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/using_power_saving_settings.dita'.
[2026-05-20T09:14:07.183069+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T09:14:07.183096+00:00] TopicWriter Assigned path for topic 'Product Basics': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/product_basics.dita'.
[2026-05-20T09:14:07.183225+00:00] TopicWriter Assigning output paths for 8 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.183281+00:00] TopicWriter Assigned path for topic 'Loading Paper in the Rear Paper Feeder': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/loading_paper_in_the_rear_paper_feeder.dita'.
[2026-05-20T09:14:07.183323+00:00] TopicWriter Assigned path for topic 'Paper Loading Capacity': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/paper_loading_capacity.dita'.
[2026-05-20T09:14:07.183364+00:00] TopicWriter Assigned path for topic 'Double-sided Printing Capacity': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/double_sided_printing_capacity.dita'.
[2026-05-20T09:14:07.183404+00:00] TopicWriter Assigned path for topic 'Borderless Paper Type Compatibility': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/borderless_paper_type_compatibility.dita'.
[2026-05-20T09:14:07.183443+00:00] TopicWriter Assigned path for topic 'Compatible MetR Papers': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/compatible_metr_papers.dita'.
[2026-05-20T09:14:07.183482+00:00] TopicWriter Assigning output paths for 1 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.183522+00:00] TopicWriter Assigned path for topic 'Paper or Media Type Settings - Control Panel': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/paper_or_media_type_settings_control_panel.dita'.
[2026-05-20T09:14:07.183550+00:00] TopicWriter Path assignment complete for 1 node(s).
[2026-05-20T09:14:07.183577+00:00] TopicWriter Assigned path for topic 'Selecting the Paper Settings - Control Panel': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/selecting_the_paper_settings_control_panel.dita'.
[2026-05-20T09:14:07.183617+00:00] TopicWriter Assigned path for topic 'Paper or Media Type Settings - Printing Software': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/paper_or_media_type_settings_printing_software.dita'.
[2026-05-20T09:14:07.183664+00:00] TopicWriter Assigning output paths for 1 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.183728+00:00] TopicWriter Assigned path for topic 'Paper Source Settings Options': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/paper_source_settings_options.dita'.
[2026-05-20T09:14:07.183769+00:00] TopicWriter Path assignment complete for 1 node(s).
[2026-05-20T09:14:07.183800+00:00] TopicWriter Assigned path for topic 'Selecting the Default Paper Source Settings': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/selecting_the_default_paper_source_settings.dita'.
[2026-05-20T09:14:07.183824+00:00] TopicWriter Path assignment complete for 8 node(s).
[2026-05-20T09:14:07.183851+00:00] TopicWriter Assigned path for topic 'Loading Paper': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/loading_paper/loading_paper.dita'.
[2026-05-20T09:14:07.183962+00:00] TopicWriter Assigning output paths for 1 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.184010+00:00] TopicWriter Assigned path for topic 'Placing Originals on the Scanner Glass': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/placing_originals_on_the_product/placing_originals_on_the_scanner_glass.dita'.
[2026-05-20T09:14:07.184038+00:00] TopicWriter Path assignment complete for 1 node(s).
[2026-05-20T09:14:07.184066+00:00] TopicWriter Assigned path for topic 'Placing Originals on the Product': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/placing_originals_on_the_product/placing_originals_on_the_product.dita'.
[2026-05-20T09:14:07.184182+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.184231+00:00] TopicWriter Assigned path for topic 'Copying Documents or Photos': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/copying/copying_documents_or_photos.dita'.
[2026-05-20T09:14:07.184278+00:00] TopicWriter Assigned path for topic 'Copying Options': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/copying/copying_options.dita'.
[2026-05-20T09:14:07.184308+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T09:14:07.184336+00:00] TopicWriter Assigned path for topic 'Copying': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/copying/copying.dita'.
[2026-05-20T09:14:07.184435+00:00] TopicWriter Assigning output paths for 4 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.184483+00:00] TopicWriter Assigned path for topic 'Ink Safety Precautions': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/ink_safety_precautions.dita'.
[2026-05-20T09:14:07.184524+00:00] TopicWriter Assigning output paths for 4 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.184567+00:00] TopicWriter Assigned path for topic 'Checking Ink Levels on Your Product': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/checking_ink_levels_on_your_product.dita'.
[2026-05-20T09:14:07.184607+00:00] TopicWriter Assigned path for topic 'Checking Ink Levels - Windows': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/checking_ink_levels_windows.dita'.
[2026-05-20T09:14:07.184647+00:00] TopicWriter Assigned path for topic 'Checking Ink Levels - Mac': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/checking_ink_levels_mac.dita'.
[2026-05-20T09:14:07.184689+00:00] TopicWriter Assigned path for topic 'Disabling Special Offers with Windows': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/disabling_special_offers_with_windows.dita'.
[2026-05-20T09:14:07.184745+00:00] TopicWriter Path assignment complete for 4 node(s).
[2026-05-20T09:14:07.184780+00:00] TopicWriter Assigned path for topic 'Check Ink Levels': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/check_ink_levels.dita'.
[2026-05-20T09:14:07.184820+00:00] TopicWriter Assigning output paths for 1 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.184866+00:00] TopicWriter Assigned path for topic 'Ink Bottle Part Numbers': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/ink_bottle_part_numbers.dita'.
[2026-05-20T09:14:07.184894+00:00] TopicWriter Path assignment complete for 1 node(s).
[2026-05-20T09:14:07.184922+00:00] TopicWriter Assigned path for topic 'Purchase MetR Ink': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/purchase_metr_ink.dita'.
[2026-05-20T09:14:07.184961+00:00] TopicWriter Assigned path for topic 'Refilling the Ink Tanks': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/refilling_the_ink_tanks.dita'.
[2026-05-20T09:14:07.184987+00:00] TopicWriter Path assignment complete for 4 node(s).
[2026-05-20T09:14:07.185015+00:00] TopicWriter Assigned path for topic 'Refilling Ink': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/refilling_ink/refilling_ink.dita'.
[2026-05-20T09:14:07.185119+00:00] TopicWriter Assigning output paths for 5 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.185165+00:00] TopicWriter Assigning output paths for 3 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.185203+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.185244+00:00] TopicWriter Assigned path for topic 'Checking the Nozzles Using the Product Control Panel': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/checking_the_nozzles_using_the_product_control_panel.dita'.
[2026-05-20T09:14:07.185285+00:00] TopicWriter Assigned path for topic 'Checking the Nozzles Using a Computer Utility': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita'.
[2026-05-20T09:14:07.185313+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T09:14:07.185341+00:00] TopicWriter Assigned path for topic 'Print Head Nozzle Check': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/print_head_nozzle_check.dita'.
[2026-05-20T09:14:07.185378+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.185419+00:00] TopicWriter Assigned path for topic 'Cleaning the Print Head Using the Product Control Panel': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/cleaning_the_print_head_using_the_product_control_panel.dita'.
[2026-05-20T09:14:07.185459+00:00] TopicWriter Assigned path for topic 'Cleaning the Print Head Using a Computer Utility': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita'.
[2026-05-20T09:14:07.185486+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T09:14:07.185513+00:00] TopicWriter Assigned path for topic 'Print Head Cleaning': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/print_head_cleaning.dita'.
[2026-05-20T09:14:07.185549+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.185589+00:00] TopicWriter Assigned path for topic 'Power Cleaning Using the Product Control Panel': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/power_cleaning_using_the_product_control_panel.dita'.
[2026-05-20T09:14:07.185627+00:00] TopicWriter Assigned path for topic 'Power Cleaning Using a Computer Utility': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/power_cleaning_using_a_computer_utility.dita'.
[2026-05-20T09:14:07.185654+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T09:14:07.185701+00:00] TopicWriter Assigned path for topic 'Power Cleaning': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/power_cleaning.dita'.
[2026-05-20T09:14:07.185787+00:00] TopicWriter Path assignment complete for 3 node(s).
[2026-05-20T09:14:07.185835+00:00] TopicWriter Assigned path for topic 'Print Head Maintenance': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/print_head_maintenance.dita'.
[2026-05-20T09:14:07.185882+00:00] TopicWriter Assigning output paths for 1 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.185931+00:00] TopicWriter Assigned path for topic 'Aligning the Print Head Using the Product Control Panel': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/aligning_the_print_head_using_the_product_control_panel.dita'.
[2026-05-20T09:14:07.185960+00:00] TopicWriter Path assignment complete for 1 node(s).
[2026-05-20T09:14:07.185987+00:00] TopicWriter Assigned path for topic 'Print Head Alignment': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/print_head_alignment.dita'.
[2026-05-20T09:14:07.186026+00:00] TopicWriter Assigned path for topic 'Cleaning the Paper Guide': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/cleaning_the_paper_guide.dita'.
[2026-05-20T09:14:07.186065+00:00] TopicWriter Assigned path for topic 'Cleaning the Print Head Path': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/cleaning_the_print_head_path.dita'.
[2026-05-20T09:14:07.186104+00:00] TopicWriter Assigning output paths for 3 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.186147+00:00] TopicWriter Assigned path for topic 'Checking the Number of Sheets on the LCD Screen': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/checking_the_number_of_sheets_on_the_lcd_screen.dita'.
[2026-05-20T09:14:07.186187+00:00] TopicWriter Assigned path for topic 'Checking the Sheet Counter - Windows': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/checking_the_sheet_counter_windows.dita'.
[2026-05-20T09:14:07.186228+00:00] TopicWriter Assigned path for topic 'Checking the Sheet Counter - Mac': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/checking_the_sheet_counter_mac.dita'.
[2026-05-20T09:14:07.186255+00:00] TopicWriter Path assignment complete for 3 node(s).
[2026-05-20T09:14:07.186283+00:00] TopicWriter Assigned path for topic 'Checking the Number of Sheets Fed': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/checking_the_number_of_sheets_fed.dita'.
[2026-05-20T09:14:07.186308+00:00] TopicWriter Path assignment complete for 5 node(s).
[2026-05-20T09:14:07.186336+00:00] TopicWriter Assigned path for topic 'Adjusting Print Quality': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/adjusting_print_quality/adjusting_print_quality.dita'.
[2026-05-20T09:14:07.186446+00:00] TopicWriter Assigning output paths for 3 node(s) under '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f'.
[2026-05-20T09:14:07.186495+00:00] TopicWriter Assigned path for topic 'Cleaning Your Product': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/cleaning_and_transporting_your_product/cleaning_your_product.dita'.
[2026-05-20T09:14:07.186535+00:00] TopicWriter Assigned path for topic 'Transporting Your Product': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/cleaning_and_transporting_your_product/transporting_your_product.dita'.
[2026-05-20T09:14:07.186573+00:00] TopicWriter Assigned path for topic 'Copyright Notice': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/cleaning_and_transporting_your_product/copyright_notice.dita'.
[2026-05-20T09:14:07.186617+00:00] TopicWriter Path assignment complete for 3 node(s).
[2026-05-20T09:14:07.186646+00:00] TopicWriter Assigned path for topic 'Cleaning and Transporting Your Product': '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/cleaning_and_transporting_your_product/cleaning_and_transporting_your_product.dita'.
[2026-05-20T09:14:07.186681+00:00] TopicWriter Path assignment complete for 7 node(s).
[2026-05-20T09:14:07.186737+00:00] TopicWriter Walking topic tree and writing DITA files.
[2026-05-20T09:14:07.186780+00:00] TopicWriter Writing topic 'Product Basics' to .dita file.
[2026-05-20T09:14:07.186810+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.187052+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.187124+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.187346+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/product_basics.dita' written successfully.
[2026-05-20T09:14:07.187386+00:00] TopicWriter Writing topic 'Product Parts Locations' to .dita file.
[2026-05-20T09:14:07.187414+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.187563+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.187621+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.187883+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/product_parts_locations.dita' written successfully.
[2026-05-20T09:14:07.187926+00:00] TopicWriter Writing topic 'Product Parts - Front' to .dita file.
[2026-05-20T09:14:07.187972+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.188300+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.188403+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.188442+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.188853+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.188955+00:00] topic_structure <steps> block built with 5 step(s).
[2026-05-20T09:14:07.188993+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.189022+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.190505+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.190776+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/product_parts_front.dita' written successfully.
[2026-05-20T09:14:07.190822+00:00] TopicWriter Writing topic 'Product Parts - Inside' to .dita file.
[2026-05-20T09:14:07.190852+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.191455+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.191610+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.191654+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.192701+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.192825+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T09:14:07.192896+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.192959+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T09:14:07.192992+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.193021+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.195582+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.195884+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/product_parts_inside.dita' written successfully.
[2026-05-20T09:14:07.195932+00:00] TopicWriter Writing topic 'Product Parts - Back' to .dita file.
[2026-05-20T09:14:07.195962+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.196435+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.196564+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.196608+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.197393+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.197540+00:00] topic_structure <steps> block built with 3 step(s).
[2026-05-20T09:14:07.197590+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.197621+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.199555+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.199850+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/product_parts_back.dita' written successfully.
[2026-05-20T09:14:07.199897+00:00] TopicWriter Writing topic 'Using the Control Panel' to .dita file.
[2026-05-20T09:14:07.199928+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.200611+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.200785+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.200836+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.201763+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.202041+00:00] topic_structure <steps> block built with 9 step(s).
[2026-05-20T09:14:07.202086+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.202118+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.206139+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.206479+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/using_the_control_panel.dita' written successfully.
[2026-05-20T09:14:07.206527+00:00] TopicWriter Writing topic 'The LCD Screen' to .dita file.
[2026-05-20T09:14:07.206557+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.206939+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.207067+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.207112+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.207550+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.207639+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T09:14:07.207675+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.207732+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.209179+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.209428+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/the_lcd_screen.dita' written successfully.
[2026-05-20T09:14:07.209473+00:00] TopicWriter Writing topic 'Status Icon Information' to .dita file.
[2026-05-20T09:14:07.209504+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.210392+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.210789+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.210866+00:00] topic_structure Ensuring <refbody> content is correctly wrapped in a <section> element.
[2026-05-20T09:14:07.212042+00:00] topic_structure Wrapped <refbody> content in a single <section>.
[2026-05-20T09:14:07.212269+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/status_icon_information.dita' written successfully.
[2026-05-20T09:14:07.212313+00:00] TopicWriter Writing topic 'Entering Characters on the LCD Screen' to .dita file.
[2026-05-20T09:14:07.212343+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.212990+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.213165+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.213353+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/entering_characters_on_the_lcd_screen.dita' written successfully.
[2026-05-20T09:14:07.213395+00:00] TopicWriter Writing topic 'Changing LCD Screen Language' to .dita file.
[2026-05-20T09:14:07.213424+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.214049+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.214202+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.214245+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.214811+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.215108+00:00] topic_structure <steps> block built with 4 step(s).
[2026-05-20T09:14:07.215150+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.215181+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.217674+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.217978+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/changing_lcd_screen_language.dita' written successfully.
[2026-05-20T09:14:07.218025+00:00] TopicWriter Writing topic 'Viewing Animations' to .dita file.
[2026-05-20T09:14:07.218056+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.218484+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.218605+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.218646+00:00] topic_structure Running convert_ol_to_steps on DITA body.
[2026-05-20T09:14:07.219093+00:00] topic_structure Converting <ol> list to DITA <steps>.
[2026-05-20T09:14:07.219317+00:00] topic_structure <steps> block built with 3 step(s).
[2026-05-20T09:14:07.219359+00:00] topic_structure convert_ol_to_steps completed.
[2026-05-20T09:14:07.219389+00:00] topic_structure Partitioning task body into context/steps/result.
[2026-05-20T09:14:07.221043+00:00] topic_structure Taskbody partitioning complete.
[2026-05-20T09:14:07.221272+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/viewing_animations.dita' written successfully.
[2026-05-20T09:14:07.221315+00:00] TopicWriter Writing topic 'Using Power Saving Settings' to .dita file.
[2026-05-20T09:14:07.221345+00:00] topic_structure Converting HTML fragment to DITA body.
[2026-05-20T09:14:07.221476+00:00] topic_structure No section headings found — rendering flat body.
[2026-05-20T09:14:07.221535+00:00] topic_structure Flat DITA body rendered successfully.
[2026-05-20T09:14:07.221785+00:00] TopicWriter Topic '/app/output/e4d48806-8a5c-42e3-a626-75c715d55f5f/product_basics/using_power_saving_settings.dita' written successfully.
